1	12s
2	9s
3	9s
4	9s
5	9s
6	9s
7	9s
8	9s
9	9s
10	9s
11	9s
12	9s
13	9s
14	9s
15	9s
16	9s
17	9s
18	9s
19	9s
20	9s
21	9s
22	9s
23	9s
24	9s
25	9s
26	9s
27	9s
28	9s
29	9s
30	9s
31	9s
32	9s
33	9s
34	9s
35	9s
36	9s
37	9s
38	9s
39	9s
40	9s
41	9s
42	9s
43	9s
44	9s
45	9s
46	9s
47	9s
48	9s
49	9s
50	9s
51	9s
52	9s
53	9s
54	9s
55	9s
56	9s
57	9s
58	9s
59	9s
60	9s
61	9s
62	9s
63	9s
64	9s
65	9s
66	9s
67	9s
68	9s
69	9s
70	9s
71	9s
72	9s
73	9s
74	9s
75	9s
76	9s
77	9s
78	9s
79	9s
80	9s
81	9s
82	9s
83	9s
84	9s
85	9s
86	9s
87	9s
88	9s
89	9s
90	9s
91	9s
92	9s
93	9s
94	9s
95	9s
96	9s
97	9s
98	9s
99	9s
100	9s
101	9s
102	9s
103	9s
104	9s
105	9s
106	9s
107	9s
108	9s
109	9s
110	9s
111	9s
112	9s
113	9s
114	9s
115	9s
116	9s
117	9s
118	9s
119	9s
120	9s
121	9s
122	9s
123	9s
124	9s
125	9s
126	9s
127	9s
128	9s
129	9s
130	9s
131	9s
132	9s
133	9s
134	9s
135	9s
136	9s
137	9s
138	9s
139	9s
140	9s
141	9s
142	9s
143	9s
144	9s
145	9s
146	9s
147	9s
148	9s
149	9s
150	9s
151	9s
152	9s
153	9s
154	9s
155	9s
156	9s
157	9s
158	9s
159	9s
160	9s
161	9s
162	9s
163	9s
164	9s
165	9s
166	9s
167	9s
168	9s
169	9s
170	9s
171	9s
172	9s
173	9s
174	9s
175	9s
176	9s
177	9s
178	9s
179	9s
180	9s
181	9s
182	9s
183	9s
184	9s
185	9s
186	9s
187	9s
188	9s
189	9s
190	9s
191	9s
192	9s
193	9s
194	9s
195	9s
196	9s
197	9s
198	9s
199	9s
200	9s
201	9s
202	9s
203	9s
204	9s
205	9s
206	9s
207	9s
208	9s
209	9s
210	9s
211	9s
212	9s
213	9s
214	9s
215	9s
216	9s
217	9s
218	9s
219	9s
220	9s
221	9s
222	9s
223	9s
224	9s
225	9s
226	9s
227	9s
228	9s
229	9s
230	9s
231	9s
232	9s
233	9s
234	9s
235	9s
236	9s
237	9s
238	9s
239	9s
240	9s
241	9s
242	9s
243	9s
244	9s
245	9s
246	9s
247	9s
248	9s
249	9s
250	9s
251	9s
252	9s
253	9s
254	9s
255	9s
256	9s
257	9s
258	9s
259	9s
260	9s
261	9s
262	9s
263	9s
264	9s
265	9s
266	9s
267	9s
268	9s
269	9s
270	9s
271	9s
272	9s
273	9s
274	9s
275	9s
276	9s
277	9s
278	9s
279	9s
280	9s
281	9s
282	9s
283	9s
284	9s
285	9s
286	9s
287	9s
288	9s
289	9s
290	9s
291	9s
292	9s
293	9s
294	9s
295	9s
296	9s
297	9s
298	9s
299	9s
300	9s
301	9s
302	9s
303	9s
304	9s
305	9s
306	9s
307	9s
308	9s
309	9s
310	9s
311	9s
312	9s
313	9s
314	9s
315	9s
316	9s
317	9s
318	9s
319	9s
320	9s
321	9s
322	9s
323	9s
324	9s
325	9s
326	9s
327	9s
328	9s
329	9s
330	9s
331	9s
332	9s
333	9s
334	9s
335	9s
336	9s
337	9s
338	9s
339	9s
340	9s
341	9s
342	9s
343	9s
344	9s
345	9s
346	9s
347	9s
348	9s
349	9s
350	9s
351	9s
352	9s
353	9s
354	9s
355	9s
356	9s
357	9s
358	9s
359	9s
360	9s
361	9s
362	9s
363	9s
364	9s
365	9s
366	9s
367	9s
368	9s
369	9s
370	9s
371	9s
372	9s
373	9s
374	9s
375	9s
376	9s
377	9s
378	9s
379	9s
380	9s
381	9s
382	9s
383	9s
384	9s
385	9s
386	9s
387	9s
388	9s
389	9s
390	9s
391	9s
392	9s
393	9s
394	9s
395	9s
396	9s
397	9s
398	9s
399	9s
400	9s

